sentence_id,score
23766,0.0
91280,3.0
175133,0.0
136289,3.0
138600,0.0
140591,0.0
10488,0.0
58247,0.0
126549,-1.0
125121,-2.0
139736,0.0
116273,0.0
58508,0.0
53696,3.0
90437,0.0
60535,0.0
15022,0.0
136267,0.0
140126,2.0
150066,-2.0
66859,0.0
162127,2.0
60356,-2.0
148781,1.0
143694,-1.0
18715,-8.0
76270,0.0
67117,0.0
129703,0.0
74291,0.0
40267,0.0
147485,0.0
159283,0.0
137059,3.0
71061,0.0
132179,0.0
73184,1.0
113641,0.0
66022,0.0
10941,0.0
100141,3.0
44277,3.0
173906,0.0
146286,0.0
118718,0.0
110130,0.0
117999,0.0
97456,3.0
152702,2.0
101185,0.0
164378,3.0
58750,0.0
77482,3.0
153615,0.0
130932,0.0
126289,0.0
73732,0.0
114875,0.0
152337,0.0
15924,0.0
85958,0.0
97052,-2.0
102838,0.0
156112,3.0
43442,3.0
19372,0.0
133156,0.0
163733,0.0
64103,0.0
108138,-1.0
163564,0.0
140582,2.0
78935,0.0
82411,1.0
170206,-2.0
149630,-2.0
124508,-1.0
10164,2.0
62245,-1.0
162644,-2.0
15181,0.0
66867,-3.0
30830,0.0
70934,0.0
122306,0.0
25895,0.0
47456,0.0
63616,0.0
104391,1.0
65347,0.0
64170,0.0
125669,1.0
118033,2.0
39274,-3.0
103942,8.0
160305,2.0
51221,0.0
65969,0.0
76635,2.0
9993,0.0
18215,3.0
34525,4.0
132817,6.0
48639,-1.0
72585,0.0
24328,3.0
47450,0.0
62653,0.0
118555,0.0
37461,0.0
129750,3.0
35266,2.0
90272,4.0
166379,3.0
102563,0.0
135428,0.0
94072,0.0
57092,2.0
126018,0.0
14928,2.0
174910,0.0
117497,-2.0
20409,0.0
22399,5.0
138028,2.0
115668,0.0
146351,6.0
98091,1.0
77715,-4.0
50148,5.0
41275,0.0
76960,6.0
141948,4.0
160937,0.0
98153,1.0
81841,3.0
59025,0.0
158233,3.0
139399,0.0
133037,5.0
50427,6.0
60435,4.0
91214,1.0
70458,3.0
167258,0.0
21903,2.0
42424,3.0
67331,-2.0
132976,-3.0
151658,3.0
137681,-2.0
68489,-3.0
16663,4.0
62292,1.0
123081,0.0
143972,0.0
70224,1.0
150272,-2.0
73638,0.0
152197,-2.0
107146,0.0
134128,0.0
149919,0.0
135310,0.0
46916,0.0
51420,1.0
124488,2.0
58745,2.0
159412,2.0
106830,5.0
173262,-3.0
49961,0.0
133714,0.0
111119,2.0
39154,2.0
74732,1.0
87225,0.0
29770,8.0
36183,-3.0
17564,2.0
135203,3.0
99619,-2.0
149819,0.0
75200,0.0
21917,4.0
64162,-4.0
51867,0.0
93766,6.0
126363,0.0
115185,1.0
158397,-1.0
42487,0.0
146437,0.0
17312,0.0
28087,4.0
23686,0.0
129164,0.0
160116,0.0
93318,0.0
110078,0.0
155289,0.0
161234,0.0
73487,0.0
97853,0.0
112443,0.0
14627,1.0
86470,1.0
114171,1.0
104310,0.0
33751,-3.0
157842,1.0
31500,2.0
140132,2.0
15793,4.0
156259,0.0
118473,0.0
171868,0.0
57257,2.0
104694,3.0
44269,6.0
91978,0.0
18511,9.0
68590,6.0
166605,6.0
123474,3.0
103831,3.0
35458,0.0
51161,0.0
24464,0.0
139838,2.0
55209,0.0
121683,0.0
85770,2.0
14505,0.0
40605,0.0
106699,0.0
123462,3.0
83282,2.0
118124,0.0
156326,0.0
168535,0.0
19193,1.0
113195,3.0
40094,3.0
12105,0.0
99391,0.0
62968,0.0
70888,0.0
91089,2.0
25465,0.0
42848,-2.0
35076,0.0
157927,0.0
15953,0.0
115782,1.0
111077,0.0
93195,0.0
84674,0.0
96273,0.0
74571,0.0
165393,0.0
88554,0.0
137006,0.0
13702,0.0
119025,-3.0
79492,0.0
18482,0.0
105888,0.0
133503,0.0
27139,0.0
109937,0.0
133632,2.0
72851,3.0
46556,0.0
86823,0.0
100614,0.0
141002,0.0
86397,0.0
105170,0.0
25570,0.0
27192,0.0
9668,0.0
26121,0.0
116113,0.0
79005,0.0
9696,0.0
100941,0.0
106956,0.0
46586,-1.0
165198,5.0
91447,0.0
146530,0.0
127775,0.0
31155,-3.0
127434,5.0
173606,0.0
102989,0.0
78735,0.0
101103,0.0
14437,0.0
39048,1.0
29453,3.0
154406,1.0
128236,0.0
100723,0.0
157582,1.0
159404,0.0
105319,0.0
44768,-1.0
101210,-1.0
149693,2.0
13624,3.0
152115,1.0
57390,0.0
41982,0.0
125490,1.0
130606,-3.0
78036,5.0
29739,1.0
99518,0.0
107956,2.0
148627,3.0
57815,2.0
132743,0.0
90213,3.0
62149,3.0
139485,0.0
40272,0.0
142529,0.0
97374,0.0
106964,0.0
170322,0.0
64502,3.0
72685,0.0
113133,0.0
144409,2.0
158159,0.0
26082,3.0
121652,0.0
30566,0.0
103369,0.0
108500,3.0
20929,5.0
158581,0.0
117595,0.0
53052,0.0
47102,3.0
138350,0.0
21361,2.0
45498,0.0
116179,1.0
157881,0.0
111861,0.0
20060,3.0
47064,0.0
41156,0.0
48726,0.0
170097,0.0
130128,1.0
9852,2.0
25123,0.0
59967,3.0
66363,0.0
89848,1.0
37684,0.0
11271,2.0
20922,0.0
66598,0.0
139285,3.0
156529,0.0
16654,0.0
20256,0.0
46049,0.0
36442,0.0
131129,1.0
153828,0.0
167340,0.0
17060,4.0
73602,0.0
40461,0.0
91094,0.0
129834,0.0
97054,0.0
67608,0.0
38961,2.0
26356,0.0
88111,3.0
162572,0.0
142434,0.0
140319,3.0
17570,0.0
124665,1.0
32165,3.0
89860,3.0
141331,0.0
170637,3.0
153431,0.0
104045,0.0
49967,0.0
162159,3.0
148637,0.0
84870,0.0
80904,3.0
147582,2.0
95530,7.0
19134,2.0
70928,2.0
24658,0.0
92129,3.0
86171,0.0
33551,3.0
118756,0.0
89966,1.0
91649,0.0
14349,0.0
160899,0.0
73416,3.0
113859,0.0
154747,-1.0
134942,0.0
152059,0.0
46429,0.0
102234,0.0
67850,0.0
143107,2.0
54555,0.0
95313,0.0
115024,0.0
46995,0.0
148371,3.0
32042,0.0
29441,0.0
38001,0.0
76545,0.0
48669,1.0
98382,3.0
124866,0.0
89474,0.0
124213,4.0
167729,2.0
41569,5.0
20404,0.0
37107,0.0
51787,0.0
58165,0.0
61262,4.0
47905,0.0
75918,-1.0
151669,4.0
161411,1.0
60071,0.0
125880,3.0
93788,0.0
83743,0.0
87404,0.0
62503,5.0
80622,0.0
134439,0.0
98016,4.0
95805,0.0
82030,0.0
51596,0.0
73874,0.0
68673,-2.0
157851,0.0
150890,0.0
48489,0.0
108656,3.0
148044,0.0
125892,3.0
86581,4.0
23791,0.0
144231,0.0
147034,0.0
40414,0.0
122271,0.0
54947,0.0
97557,2.0
69160,0.0
108067,0.0
28752,0.0
161067,3.0
174290,0.0
96448,0.0
35482,0.0
118023,0.0
46851,0.0
61138,0.0
110002,1.0
106627,0.0
158468,2.0
99728,0.0
61895,0.0
108316,0.0
134099,0.0
64918,0.0
118371,2.0
78712,0.0
125360,-2.0
106723,0.0
122133,0.0
127133,0.0
86910,0.0
112876,0.0
119558,0.0
38973,0.0
167250,4.0
99185,0.0
42992,1.0
39420,0.0
145307,0.0
120341,0.0
117343,0.0
87185,0.0
120114,0.0
36376,0.0
93705,0.0
120135,0.0
156141,3.0
156099,-1.0
41316,0.0
150818,0.0
74579,3.0
138106,-1.0
162725,0.0
65182,0.0
27131,3.0
55485,1.0
142181,2.0
43877,0.0
68806,0.0
14926,0.0
45120,0.0
19061,0.0
60128,1.0
30797,0.0
147951,0.0
96713,0.0
63975,0.0
73846,0.0
18861,0.0
124504,0.0
94091,0.0
173183,0.0
26363,0.0
59492,4.0
118525,0.0
70206,0.0
25568,2.0
127033,0.0
149466,-4.0
85711,0.0
148431,1.0
168143,-3.0
45615,0.0
97143,-1.0
163332,0.0
97272,0.0
56985,6.0
114389,0.0
56377,0.0
31459,0.0
78780,1.0
114975,0.0
161012,0.0
47954,3.0
22897,0.0
63484,0.0
69116,0.0
39634,0.0
103458,0.0
169972,3.0
149772,0.0
9338,2.0
75953,3.0
161695,0.0
77065,0.0
130279,0.0
169897,3.0
134373,0.0
123392,3.0
77771,7.0
54277,0.0
71071,0.0
112226,1.0
102191,0.0
133730,3.0
163027,3.0
133661,0.0
149894,0.0
161636,5.0
100663,3.0
36527,0.0
117250,0.0
108101,2.0
59226,0.0
136016,0.0
35919,1.0
88234,1.0
55658,10.0
132324,0.0
149074,0.0
110881,-1.0
157666,0.0
164363,0.0
160414,0.0
83382,2.0
74142,0.0
35262,0.0
165612,0.0
125814,1.0
74703,0.0
67173,0.0
157773,0.0
78019,2.0
162654,0.0
44994,0.0
66329,0.0
21124,0.0
81420,0.0
119633,0.0
127570,0.0
84558,0.0
129450,0.0
111500,0.0
47613,3.0
134705,0.0
58533,0.0
159200,2.0
110455,0.0
74300,0.0
78981,3.0
107494,0.0
124049,0.0
151353,0.0
159408,0.0
107276,0.0
22023,5.0
88794,0.0
27559,0.0
104264,0.0
136588,0.0
96829,1.0
50063,0.0
52407,0.0
128834,0.0
70998,0.0
127716,0.0
166424,0.0
49080,0.0
159245,0.0
108310,0.0
135361,0.0
99887,0.0
28790,9.0
60906,0.0
62763,0.0
153030,0.0
20492,2.0
37034,0.0
169530,4.0
118807,0.0
54709,0.0
127698,0.0
164196,0.0
21616,1.0
171292,0.0
110723,0.0
112249,0.0
34547,0.0
55745,3.0
97501,0.0
90404,0.0
90095,-5.0
64678,0.0
39009,1.0
173318,0.0
153386,0.0
30043,3.0
173875,0.0
55579,0.0
9238,0.0
141716,0.0
115125,0.0
38779,0.0
30286,0.0
166709,0.0
103523,0.0
76187,0.0
34410,0.0
60540,0.0
39377,2.0
106628,3.0
53159,0.0
142244,0.0
87171,0.0
161922,0.0
80397,1.0
119435,1.0
141227,0.0
85992,0.0
155674,0.0
61334,0.0
13447,0.0
11415,6.0
141780,0.0
28932,0.0
98203,0.0
136693,1.0
76602,0.0
98181,0.0
18746,2.0
101577,2.0
142778,0.0
129919,0.0
117244,0.0
148307,0.0
32458,0.0
76297,-1.0
105001,0.0
19612,-2.0
136842,-1.0
147602,2.0
82652,0.0
132386,0.0
13740,2.0
151643,0.0
75093,0.0
14999,0.0
108341,0.0
81827,0.0
10075,0.0
77204,0.0
27426,0.0
50737,0.0
10030,0.0
35113,0.0
165618,0.0
133513,0.0
151020,0.0
168407,0.0
125725,0.0
92056,0.0
49407,0.0
11242,4.0
129560,3.0
39828,0.0
147045,1.0
157629,0.0
140641,0.0
63263,0.0
128228,3.0
164996,0.0
164756,0.0
58880,0.0
18181,0.0
100635,0.0
170898,0.0
126671,3.0
74503,1.0
161145,0.0
153002,3.0
162270,0.0
167677,1.0
50611,-2.0
159802,0.0
149950,0.0
78511,-2.0
91368,0.0
148383,0.0
28090,0.0
147291,0.0
67087,0.0
112246,0.0
68541,0.0
158084,0.0
79781,0.0
94153,0.0
42719,0.0
112083,0.0
30842,0.0
49731,0.0
123529,0.0
73409,0.0
69180,0.0
27809,0.0
23988,0.0
18697,0.0
133996,0.0
129161,0.0
124796,0.0
162470,0.0
65153,0.0
48630,2.0
12769,1.0
97664,3.0
107821,-1.0
120026,0.0
155970,0.0
53942,0.0
138510,0.0
114185,0.0
166770,0.0
18896,0.0
137700,0.0
85723,-2.0
79203,0.0
72543,0.0
154329,0.0
145028,0.0
147746,0.0
132966,2.0
85997,0.0
59234,0.0
26926,0.0
102323,2.0
33559,0.0
77437,2.0
129832,0.0
154426,0.0
85839,3.0
60569,0.0
163019,0.0
15580,5.0
147173,1.0
65633,0.0
74277,0.0
68526,0.0
60749,3.0
41895,3.0
163772,0.0
128141,-1.0
143295,0.0
87344,0.0
23528,0.0
42841,0.0
109708,0.0
95836,0.0
153604,3.0
118750,0.0
113737,0.0
55328,0.0
59116,0.0
96480,0.0
146717,0.0
151421,0.0
142056,0.0
157822,4.0
124961,3.0
58052,5.0
84767,-1.0
135366,0.0
116811,3.0
150974,3.0
89207,3.0
36732,0.0
169222,0.0
118987,0.0
135491,-1.0
11749,0.0
87096,3.0
104394,4.0
165724,0.0
74807,0.0
102443,0.0
96831,3.0
15544,-4.0
114647,3.0
105966,7.0
40715,0.0
72844,0.0
59646,3.0
91060,0.0
134037,0.0
98406,0.0
14978,3.0
167416,0.0
150989,0.0
100173,0.0
23787,7.0
24979,2.0
73071,0.0
104860,0.0
144695,2.0
129767,3.0
97890,1.0
88487,-1.0
55343,0.0
157321,0.0
127271,0.0
39291,0.0
140251,0.0
79402,0.0
163395,3.0
10270,0.0
112255,0.0
34973,-1.0
52296,0.0
122252,0.0
110318,0.0
17890,3.0
54799,0.0
78509,0.0
140857,0.0
139664,0.0
89358,0.0
143759,0.0
100421,0.0
145132,0.0
159402,-1.0
59764,3.0
65009,0.0
113886,0.0
121969,0.0
53401,0.0
93908,3.0
73548,3.0
161970,0.0
116588,0.0
121866,0.0
109249,3.0
135390,0.0
97344,0.0
54020,0.0
170584,0.0
16543,0.0
110916,-1.0
15536,3.0
142261,2.0
67230,0.0
66461,0.0
21543,0.0
144373,0.0
42652,0.0
132357,0.0
42860,0.0
138586,0.0
91292,2.0
59774,0.0
160867,0.0
95975,0.0
37054,0.0
76924,0.0
116520,0.0
75184,-1.0
122822,0.0
79532,0.0
122142,0.0
100229,0.0
35443,-1.0
35052,0.0
165264,3.0
53906,-1.0
15675,-1.0
87652,0.0
159516,0.0
84168,0.0
63343,0.0
78348,0.0
54366,0.0
32533,0.0
111289,-1.0
24939,0.0
88489,0.0
27554,1.0
115154,-1.0
47317,0.0
136012,0.0
106728,2.0
172554,0.0
164960,0.0
51306,6.0
140105,3.0
65343,3.0
173789,2.0
148055,0.0
160855,0.0
14452,0.0
113713,0.0
60660,0.0
66699,0.0
55176,0.0
135346,-1.0
85089,3.0
70243,0.0
76147,3.0
168534,2.0
21017,3.0
14751,0.0
93493,-2.0
45532,0.0
100559,0.0
167157,0.0
36664,0.0
162064,0.0
47070,0.0
135254,3.0
84931,0.0
66582,0.0
73193,0.0
171024,0.0
112508,3.0
19906,1.0
54466,0.0
34927,0.0
112548,0.0
119971,0.0
80992,0.0
120270,0.0
168915,0.0
39244,0.0
113247,0.0
42810,0.0
18781,1.0
53385,6.0
40092,2.0
104256,0.0
69268,0.0
22459,0.0
171487,0.0
10796,2.0
130845,3.0
75664,1.0
21728,0.0
41668,0.0
154530,0.0
174716,0.0
24763,0.0
22071,0.0
117720,0.0
96777,0.0
83792,1.0
90909,0.0
54463,0.0
114474,0.0
175090,2.0
124478,0.0
117953,0.0
126109,0.0
148222,0.0
124090,0.0
12449,0.0
34828,0.0
34745,0.0
56326,2.0
11297,3.0
19128,0.0
171180,1.0
13448,3.0
152612,0.0
96284,0.0
154674,0.0
27034,0.0
95886,0.0
26838,0.0
22634,0.0
150262,0.0
27707,0.0
164891,0.0
170528,0.0
102462,0.0
119934,0.0
50398,0.0
90093,0.0
55084,-1.0
159456,0.0
42408,0.0
159747,2.0
154790,7.0
69887,0.0
147143,3.0
67764,0.0
20647,2.0
51445,0.0
98096,3.0
114579,0.0
141711,2.0
72189,0.0
107476,0.0
88727,0.0
72540,0.0
159902,0.0
69522,-1.0
63799,6.0
110114,0.0
98934,3.0
82377,0.0
38553,-1.0
173146,0.0
66306,-1.0
81044,0.0
56874,1.0
173714,0.0
22644,-2.0
50625,3.0
59831,0.0
32914,0.0
45616,0.0
171794,3.0
97286,0.0
13276,0.0
143245,0.0
74169,0.0
19788,0.0
142055,0.0
102404,0.0
16729,0.0
31048,1.0
93990,0.0
53668,-2.0
154662,0.0
62669,0.0
57467,0.0
132100,0.0
89871,0.0
82719,3.0
113990,0.0
70849,3.0
141775,0.0
65518,3.0
92746,0.0
67866,-1.0
48495,0.0
75942,0.0
44658,0.0
105372,3.0
43079,0.0
30871,0.0
154030,3.0
45625,0.0
135953,3.0
149510,3.0
167972,0.0
106715,0.0
108595,0.0
112935,0.0
37765,0.0
75571,1.0
35816,1.0
81531,0.0
47122,0.0
158853,3.0
128905,0.0
73927,1.0
55021,0.0
109285,0.0
112972,3.0
49613,1.0
93665,0.0
17432,0.0
139718,2.0
114488,-2.0
160774,1.0
27672,1.0
108939,0.0
13862,-1.0
136227,3.0
54478,0.0
45456,0.0
77523,0.0
130037,0.0
135115,1.0
77171,0.0
19739,0.0
129324,0.0
65646,0.0
75203,0.0
87049,3.0
27443,0.0
158931,2.0
167580,0.0
135382,0.0
127697,3.0
151060,3.0
107728,0.0
110887,0.0
68162,-2.0
73959,0.0
148670,0.0
14844,0.0
147070,0.0
13477,0.0
92059,2.0
80416,-1.0
145305,0.0
126902,2.0
155894,0.0
24010,2.0
55366,0.0
145316,0.0
21180,0.0
50077,0.0
65432,3.0
67596,0.0
21320,0.0
79269,0.0
124944,0.0
109291,1.0
129754,3.0
64923,0.0
30392,0.0
40032,3.0
71297,0.0
169989,0.0
28640,0.0
165606,3.0
132778,0.0
136387,0.0
88024,0.0
58691,0.0
140882,2.0
115462,0.0
161296,0.0
146632,0.0
57678,1.0
12763,3.0
119671,0.0
98443,2.0
139294,0.0
136162,0.0
168290,0.0
105150,0.0
174196,0.0
55486,0.0
24864,0.0
29810,0.0
31543,0.0
147811,0.0
161453,0.0
11259,1.0
80984,0.0
145549,0.0
19151,2.0
77746,0.0
94654,0.0
17906,6.0
30226,0.0
72439,-2.0
39876,0.0
9321,1.0
57336,0.0
26360,2.0
150001,0.0
130808,2.0
126170,0.0
34664,0.0
93987,-3.0
76830,0.0
148902,1.0
166952,0.0
37015,0.0
86119,0.0
65530,2.0
134529,0.0
63509,0.0
30273,-1.0
67560,0.0
86166,0.0
122100,0.0
72944,2.0
77465,2.0
21148,0.0
62908,0.0
12366,0.0
145195,-1.0
30227,0.0
102818,3.0
76450,0.0
17979,-1.0
139644,0.0
54582,0.0
79909,3.0
150628,5.0
20136,0.0
31575,3.0
38971,0.0
30573,0.0
78599,0.0
152146,5.0
109598,0.0
166823,0.0
86859,1.0
84451,0.0
119310,0.0
134957,0.0
89468,0.0
105057,2.0
45024,0.0
131736,0.0
150553,0.0
87371,-2.0
76278,0.0
144837,0.0
114563,0.0
62816,0.0
125726,0.0
14528,0.0
67668,-1.0
22927,0.0
30714,3.0
142579,0.0
85084,0.0
160957,1.0
71518,0.0
53214,0.0
56419,0.0
134577,0.0
57514,0.0
70118,1.0
104732,0.0
87631,0.0
87760,0.0
12590,0.0
71098,0.0
17277,0.0
78932,0.0
113139,0.0
133596,0.0
32405,1.0
125591,0.0
19592,2.0
89397,0.0
48714,0.0
100851,0.0
139480,0.0
17721,0.0
174749,3.0
37426,3.0
129202,0.0
12373,3.0
108055,4.0
71322,0.0
93233,3.0
95865,0.0
131765,0.0
115740,0.0
80924,3.0
152250,3.0
105493,0.0
151711,-2.0
23425,0.0
106154,0.0
105426,0.0
69041,2.0
149578,1.0
52902,3.0
113947,5.0
42777,3.0
50016,4.0
139312,3.0
155832,3.0
110482,2.0
123725,0.0
13584,2.0
137966,0.0
12398,-3.0
57512,0.0
172282,0.0
34184,0.0
149534,3.0
157850,3.0
171713,1.0
93278,-5.0
28357,0.0
143290,3.0
104033,1.0
31540,0.0
132577,0.0
34209,0.0
150859,3.0
54705,3.0
159423,2.0
87967,-2.0
144739,3.0
131320,3.0
58829,0.0
65877,-1.0
24617,0.0
100439,3.0
127509,0.0
115613,2.0
13851,-2.0
69683,0.0
21935,3.0
166472,-2.0
87438,0.0
114407,0.0
110642,3.0
103695,0.0
126848,0.0
138564,3.0
127720,3.0
22298,1.0
133158,0.0
77423,0.0
120523,-1.0
10034,3.0
67266,3.0
162849,2.0
35749,0.0
20039,0.0
155392,0.0
106851,10.0
116430,7.0
50936,6.0
117533,2.0
65888,0.0
140029,3.0
138265,6.0
57076,0.0
148715,0.0
78760,-2.0
27383,4.0
165876,0.0
46441,0.0
60743,-1.0
66778,-1.0
51237,0.0
131089,0.0
58106,0.0
166592,0.0
79099,6.0
112542,0.0
44462,3.0
24761,1.0
80065,0.0
142628,0.0
41588,3.0
79643,0.0
60784,1.0
39383,0.0
25341,4.0
20546,3.0
169981,0.0
168313,3.0
152695,0.0
155823,4.0
62408,1.0
133400,-2.0
104425,3.0
57876,-2.0
168147,3.0
96932,2.0
17893,6.0
158685,0.0
39961,0.0
82691,3.0
145846,0.0
112252,3.0
41807,2.0
26478,2.0
113294,0.0
119664,0.0
14400,0.0
131937,3.0
107672,0.0
46616,3.0
25454,-2.0
128520,0.0
31771,0.0
85718,0.0
162881,0.0
80682,0.0
53356,4.0
107258,3.0
84109,1.0
25742,0.0
61073,0.0
58262,0.0
120427,2.0
123516,0.0
135653,-2.0
151766,0.0
47419,0.0
170181,0.0
81109,2.0
95833,0.0
15865,3.0
63070,2.0
50368,1.0
70371,3.0
71945,0.0
112459,1.0
113385,-3.0
96548,3.0
173145,0.0
105756,0.0
96873,-1.0
66202,0.0
158859,0.0
83345,2.0
111335,2.0
48828,6.0
149779,2.0
64752,3.0
78371,0.0
100116,0.0
63235,3.0
60191,0.0
13913,0.0
125845,3.0
63166,5.0
65989,0.0
134676,3.0
86783,0.0
25102,3.0
56156,5.0
155158,0.0
41071,0.0
81383,3.0
164108,3.0
109147,0.0
93966,2.0
89566,0.0
43256,4.0
58494,6.0
46986,0.0
151420,0.0
73791,0.0
139465,0.0
107253,0.0
162427,0.0
150820,7.0
92847,2.0
71043,1.0
113540,2.0
124804,0.0
155114,0.0
136973,14.0
145669,3.0
112820,0.0
50182,1.0
71932,0.0
33039,3.0
148560,4.0
126488,0.0
104225,0.0
63477,3.0
32915,0.0
121123,1.0
66911,-1.0
61673,5.0
137303,2.0
121711,2.0
132329,0.0
46624,0.0
98802,-2.0
29897,2.0
44899,4.0
172538,-1.0
48988,1.0
24826,2.0
81782,0.0
44698,0.0
66564,0.0
60724,-4.0
27384,3.0
89533,0.0
49701,0.0
12222,2.0
148098,0.0
30530,1.0
174907,0.0
37875,0.0
62674,0.0
57886,0.0
135575,0.0
160381,0.0
107625,0.0
22469,2.0
155562,0.0
27282,0.0
139388,0.0
144153,-1.0
103940,0.0
66880,0.0
136549,3.0
164047,3.0
124696,0.0
31316,0.0
141258,0.0
132983,-1.0
78966,3.0
67145,0.0
149226,2.0
151088,2.0
48081,2.0
46520,0.0
166681,0.0
78507,1.0
79976,1.0
99007,1.0
75783,-4.0
172369,-1.0
109839,2.0
163496,2.0
127766,-1.0
116505,0.0
134808,1.0
86189,1.0
141001,0.0
150319,1.0
118222,1.0
160892,3.0
88268,0.0
20559,0.0
35722,0.0
175045,-4.0
100608,0.0
155944,3.0
14143,0.0
59172,0.0
25715,0.0
15238,0.0
54675,-3.0
92288,0.0
74223,0.0
82693,5.0
141610,0.0
94081,0.0
51974,-4.0
172497,0.0
72887,0.0
