sentence_id,polarity
146351,0.23333
98091,-0.1
77715,0.0
50148,0.5
41275,0.0
76960,0.25
141948,0.36042
160937,0.16
98153,0.7
81841,0.6
59025,0.0
158233,1.0
139399,0.0
133037,0.25
50427,0.9
60435,0.275
91214,-0.25556
70458,0.7
167258,0.52083
21903,-0.06667
42424,-0.5
67331,0.03333
132976,-0.375
151658,0.03333
137681,-0.19444
68489,0.19531
16663,0.0
62292,0.0
123081,-0.09615
143972,0.0
70224,0.25
150272,0.0
73638,0.0
152197,0.0
107146,0.2
134128,0.0
149919,0.0
135310,-0.25
46916,0.20833
51420,0.0
124488,0.0
58745,0.0
159412,0.21111
106830,0.0
173262,-0.7
49961,0.0
133714,0.0
111119,0.5
39154,0.3
74732,0.25
87225,0.225
29770,0.20833
36183,-0.18333
17564,0.0
135203,0.5
99619,-0.1875
149819,-0.16667
75200,0.25
21917,0.38333
64162,-0.69
51867,0.0
93766,0.0
126363,0.0
115185,0.05
158397,0.0
42487,0.1
146437,0.0
17312,0.0
28087,0.45
23686,0.1
129164,0.1
160116,0.1
93318,0.0
110078,0.0
155289,0.0
161234,0.0
73487,0.1
97853,0.1
112443,0.1
14627,0.0
86470,0.0
114171,0.0
104310,0.1
33751,-0.2
157842,-0.6
31500,-0.3125
140132,0.0
15793,0.6
156259,0.0
118473,0.0
171868,-0.625
57257,0.26
104694,0.8
44269,0.54167
91978,0.0
18511,0.42222
68590,0.46667
166605,0.45
123474,1.0
103831,0.0
35458,0.0
51161,0.0
24464,0.0
139838,0.36667
55209,0.0
121683,-0.16875
85770,0.0
14505,0.0
40605,0.0
106699,0.0
123462,1.0
83282,0.25
118124,0.0
156326,0.0
168535,0.0
19193,0.25
113195,0.8
40094,0.8
12105,0.0
99391,0.0
62968,0.0
70888,1.0
91089,0.0
25465,0.0
42848,-1.0
35076,0.0
157927,0.0
15953,0.0
115782,0.7
111077,-0.21667
93195,0.25
84674,-0.025
96273,0.0
74571,0.0
165393,0.0
88554,0.0
137006,-0.21852
13702,0.0
119025,0.125
79492,0.0
18482,0.0
105888,0.0
133503,0.0
27139,0.0
109937,0.0
133632,0.46875
72851,1.0
46556,0.0
86823,0.0
100614,0.0
141002,0.0
86397,0.0
105170,0.0
25570,0.0
27192,0.0
9668,0.0
26121,1.0
116113,0.0
79005,0.0
9696,0.0
100941,0.0
106956,0.0
46586,-0.5
165198,0.8
91447,0.0
146530,0.0
127775,0.15
31155,-0.34375
127434,1.0
173606,0.0
102989,1.0
78735,0.0
101103,0.0
14437,0.13636
39048,0.5
29453,0.75
154406,0.0
128236,-0.07812
100723,0.75
157582,0.5
159404,0.0
105319,0.0
44768,-0.5
101210,0.0
149693,0.0
13624,0.8
152115,0.125
57390,0.0
41982,0.0
125490,0.125
130606,0.0
78036,0.8
29739,0.0
99518,0.0
107956,0.35
148627,0.5
57815,0.35
132743,0.0
90213,0.8
62149,0.4
139485,0.0
40272,0.0
142529,0.0
97374,0.15625
106964,0.0
170322,0.0
64502,0.0
72685,0.0
113133,0.0
144409,-0.25
158159,0.0
26082,0.0
121652,0.0
30566,0.0
103369,0.0
108500,1.0
20929,0.625
158581,0.0
117595,0.0
53052,0.0
47102,0.93333
138350,0.0
21361,0.0
45498,0.0
116179,0.0
157881,0.0
111861,0.0
20060,0.8
47064,0.0
41156,0.0
48726,0.25
170097,0.0
130128,0.0
9852,0.4375
25123,0.0
59967,0.5
66363,0.0
89848,-0.08333
37684,0.0
11271,0.5
20922,0.0
66598,-0.23438
139285,1.0
156529,0.0
16654,0.25
20256,1.0
46049,0.16667
36442,0.0
131129,-0.1875
153828,0.0
167340,0.0
17060,0.2
73602,0.0
40461,0.0
91094,0.0
129834,0.0
97054,0.0
67608,0.0
38961,0.0
26356,0.25
88111,1.0
162572,0.0
142434,0.0
140319,0.8
17570,0.0
124665,0.0
32165,0.8
89860,0.0
141331,0.0
170637,0.0
153431,0.0
104045,0.0
49967,0.0
162159,0.8
148637,0.0
84870,0.0
80904,0.4
147582,-0.125
95530,0.0
19134,0.0
70928,0.0
24658,0.0
92129,0.8
86171,0.25
33551,0.525
118756,0.0
89966,0.0
91649,0.0
14349,0.0
160899,0.0
73416,0.8
113859,0.0
154747,-0.2
134942,0.0
152059,0.0
46429,0.0
102234,0.0
67850,0.0
143107,-0.3
54555,1.0
95313,0.0
115024,0.0
46995,1.0
148371,0.8
32042,0.0
29441,0.0
38001,0.0
76545,0.0
48669,0.25208
98382,1.0
124866,0.0
89474,0.0
124213,0.0
167729,0.0
41569,0.7
20404,0.0
37107,0.0
51787,0.0
58165,0.0
61262,0.3
47905,0.0
75918,0.0
151669,0.1
161411,1.0
60071,0.0
125880,0.8
93788,0.0
83743,0.0
87404,0.0
62503,0.48
80622,0.28571
134439,0.0
98016,0.5
95805,0.0
82030,0.25
51596,0.0
73874,0.0
68673,-0.8
157851,0.8
150890,0.0
48489,0.0
108656,0.1375
148044,0.0
125892,1.0
86581,0.8
23791,0.0
144231,0.25
147034,0.0
40414,0.0
122271,0.0
54947,0.0
97557,0.0
69160,0.25
108067,0.0
28752,0.0
161067,0.4
174290,0.0
96448,0.0
35482,0.0
118023,0.0
46851,0.0
61138,1.0
110002,0.0625
106627,0.0
158468,0.0
99728,0.0
61895,0.0
108316,0.0
134099,0.0
64918,1.0
118371,0.0
78712,0.0
125360,0.0
106723,0.0
122133,0.0
127133,0.0
86910,0.0
112876,0.625
119558,0.0
38973,0.0
167250,0.25
99185,0.0
42992,0.0
39420,0.0
145307,0.0
120341,0.0
117343,0.1
87185,0.0
120114,0.0
36376,0.3
93705,0.0
120135,-0.1
156141,1.0
156099,0.0
41316,0.0
150818,0.0
74579,0.8
138106,-0.5
162725,0.0
65182,0.0
27131,0.51667
55485,0.0
142181,0.0
43877,0.0
68806,0.0
14926,0.0
45120,0.0
19061,0.0
60128,0.0
30797,0.0
147951,0.0
96713,0.0
63975,0.0
73846,0.0
18861,0.28571
124504,0.0
94091,0.0
173183,-0.1
26363,0.0
59492,0.2
118525,0.0
70206,0.0
25568,0.0
127033,0.0
149466,-0.8
85711,0.0
148431,0.0
168143,-0.875
45615,0.0
97143,-0.15556
163332,0.0
97272,0.0
56985,0.4
114389,0.0
56377,0.0
31459,0.0
78780,-0.2
114975,0.0
161012,0.0
47954,0.0
22897,0.0
63484,0.0
69116,0.0
39634,0.6
103458,0.0
169972,0.3125
149772,0.0
9338,0.625
75953,0.8
161695,0.0
77065,-0.27083
130279,0.0
169897,1.0
134373,0.0
123392,0.8
77771,0.55
54277,0.0
71071,0.0
112226,0.00417
102191,0.375
133730,0.8
163027,0.55
133661,0.0
149894,0.0
161636,0.5
100663,0.0
36527,0.0
117250,0.1
108101,0.0
59226,0.0
136016,-0.15556
35919,0.0
88234,0.0
55658,0.06667
132324,0.0
149074,0.0
110881,0.25
157666,0.0
164363,0.0
160414,0.0
83382,0.0
74142,0.0
35262,0.0
165612,0.0
125814,0.43333
74703,0.0
67173,0.0
157773,0.0
78019,0.0
162654,0.0
44994,0.0
66329,0.625
21124,0.0
81420,0.0
119633,0.0
127570,0.0
84558,0.0
129450,0.0
111500,0.0
47613,0.8
134705,0.0
58533,0.0
159200,0.0
110455,0.0
74300,0.0
78981,0.55
107494,0.0
124049,0.0
151353,0.0
159408,0.375
107276,0.0
22023,0.8
88794,0.0
27559,0.0
104264,0.0
136588,0.0
96829,0.0
50063,0.0
52407,0.0
128834,0.0
70998,0.68828
127716,0.0
166424,0.0
49080,0.0
159245,0.0
108310,1.0
135361,1.0
99887,0.0
28790,0.25
60906,-0.15625
62763,0.0
153030,-0.0625
20492,0.175
37034,0.08
169530,0.3
118807,0.0
54709,0.0
127698,0.0
164196,0.0
21616,0.4
171292,0.0
110723,0.0
112249,0.0
34547,0.0
55745,0.675
97501,0.2
90404,0.16667
90095,-0.15
64678,0.0
39009,0.0
173318,0.0
153386,0.0
30043,0.8
173875,0.0
55579,0.0
9238,0.25
141716,0.0
115125,0.13409
38779,0.0
30286,0.0
166709,0.0
103523,0.0
76187,0.08
34410,-0.0625
60540,0.0
39377,0.0
106628,0.65
53159,0.0
142244,0.0
87171,0.25
161922,0.25
80397,-0.48828
119435,0.0
141227,0.0
85992,0.00875
155674,0.0
61334,0.0
13447,0.0
11415,0.9
141780,0.0
28932,0.0
98203,0.25
136693,0.1
76602,0.0
98181,0.0
18746,-0.125
101577,0.0
142778,0.0
129919,0.0
117244,0.0
148307,0.0
32458,-0.3125
76297,-0.2625
105001,0.0
19612,-0.5
136842,0.0
147602,0.5
82652,0.3125
132386,0.0
13740,0.6
151643,0.0
75093,0.0
14999,-0.3
108341,0.0
81827,0.15
10075,0.5
77204,0.0
27426,0.0
50737,0.25
10030,0.0
35113,0.0
165618,0.0
133513,0.0
151020,0.0
168407,0.0
125725,0.0
92056,0.0
49407,0.10074
11242,0.375
129560,0.8
39828,0.0
147045,0.0
157629,0.0
140641,0.0
63263,0.0
128228,0.8
164996,0.0
164756,0.08333
58880,0.0
18181,0.0
100635,0.0
170898,0.0
126671,0.8
74503,0.11667
161145,0.2
153002,0.4
162270,0.0
167677,0.0
50611,-0.26667
159802,0.0
149950,0.0
78511,0.0
91368,0.0
148383,0.0
28090,0.0
147291,0.0
67087,-0.07778
112246,0.0
68541,0.0
158084,0.0
79781,0.0
94153,0.0
42719,0.0
112083,0.5
30842,0.0
49731,0.0
123529,0.0
73409,0.4
69180,0.0
27809,0.0
23988,0.0
18697,0.0
133996,0.0
129161,0.375
124796,0.0
162470,0.0
65153,-0.15556
48630,0.00889
12769,0.1
97664,1.0
107821,0.0
120026,0.0
155970,0.0
53942,0.0
138510,0.0
114185,0.0
166770,0.0
18896,0.0
137700,0.0
85723,0.0625
79203,-0.14028
72543,-0.3125
154329,-0.4
145028,0.0
147746,0.0
132966,0.13714
85997,-0.25
59234,0.0
26926,0.26786
102323,0.0
33559,0.0
77437,0.0
129832,0.0
154426,0.0
85839,0.0
60569,0.0
163019,-0.125
15580,0.625
147173,0.0
65633,0.0
74277,0.0
68526,0.0
60749,0.10389
41895,0.0
163772,0.5
128141,-0.09375
143295,0.0
87344,0.0
23528,0.0
42841,0.0
109708,0.0
95836,0.0
153604,0.3619
118750,0.14286
113737,0.0
55328,0.0
59116,0.0
96480,0.0
146717,0.5
151421,0.0
142056,0.0
157822,0.6
124961,1.0
58052,0.275
84767,-0.29167
135366,0.0
116811,0.8
150974,0.4
89207,0.0
36732,0.0
169222,0.0
118987,0.0
135491,0.0
11749,0.0
87096,0.8
104394,0.41667
165724,0.0
74807,0.0
102443,0.0
96831,0.4375
15544,-0.5
114647,0.4
105966,0.44375
40715,0.0
72844,-0.0625
59646,0.7
91060,0.0
134037,0.0
98406,0.0
14978,0.6
167416,0.0
150989,0.0
100173,0.0
23787,0.425
24979,0.5
73071,0.0
104860,0.0
144695,0.0
129767,0.8
97890,0.0
88487,0.0
55343,0.25
157321,0.0
127271,0.0
39291,0.0
140251,0.0
79402,0.25
163395,1.0
10270,0.0
112255,0.25
34973,-0.45573
52296,0.0
122252,0.0
110318,0.0
17890,0.8
54799,0.0
78509,0.0
140857,0.0
139664,0.3125
89358,0.15625
143759,0.0
100421,0.0
145132,0.25
159402,-0.02083
59764,0.8
65009,0.0
113886,0.0
121969,0.0
53401,0.0
93908,0.8
73548,0.0
161970,0.0
116588,0.0
121866,0.0
109249,0.0
135390,0.0
97344,0.0
54020,0.0
170584,0.0
16543,0.0
110916,-0.29167
15536,0.7
142261,0.21875
67230,0.0
66461,0.0
21543,0.0
144373,0.0
42652,0.0
132357,0.0
42860,0.25
138586,0.0
91292,0.8
59774,0.0
160867,0.0
95975,0.0
37054,0.0
76924,0.0
116520,0.0
75184,-0.29167
122822,0.0
79532,0.1
122142,0.0
100229,0.0
35443,0.0
35052,0.0
165264,0.8
53906,0.0
15675,0.0
87652,0.0
159516,0.625
84168,0.0
63343,0.0
78348,0.13636
54366,0.0
32533,0.0
111289,-0.36458
24939,0.0
88489,0.0
27554,0.20211
115154,-0.29167
47317,-0.0625
136012,0.0
106728,0.8
172554,0.125
164960,0.0
51306,0.65
140105,0.8
65343,0.8
173789,0.3125
148055,0.0
160855,0.0
14452,0.0
113713,0.0
60660,0.0
66699,0.0
55176,0.6
135346,-0.18229
85089,0.22917
70243,0.0
76147,0.97656
168534,0.0
21017,1.0
14751,0.0
93493,0.0
45532,0.0
100559,0.0
167157,0.0
36664,-0.10714
162064,0.0
47070,0.0
135254,1.0
84931,0.0
66582,0.0
73193,-0.4
171024,0.0
112508,0.8
19906,0.0
54466,0.0
34927,0.5
112548,0.0
119971,0.0
80992,0.0
120270,0.0
168915,0.0
39244,0.0
113247,0.21429
42810,0.0
18781,0.1
53385,0.9
40092,-0.25
104256,0.0
69268,0.0
22459,0.0
171487,0.0
10796,0.0
130845,1.0
75664,0.0
21728,0.0
41668,0.0
154530,0.0
174716,0.0
24763,0.0
22071,0.0
117720,0.0
96777,0.0
83792,0.0
90909,-0.1875
54463,0.0
114474,0.0
175090,0.25
124478,0.0
117953,0.0
126109,-0.24375
148222,-0.1875
124090,0.0
12449,-0.1875
34828,0.0
34745,0.0
56326,-0.24375
11297,0.8
19128,-0.1875
171180,0.0
13448,0.8
152612,1.0
96284,0.0
154674,-0.1875
27034,-0.21562
95886,0.0
26838,0.0
22634,0.0
150262,0.0
27707,0.0
164891,0.0
170528,0.0
102462,0.0
119934,0.0
50398,0.0
90093,0.0
55084,0.25
159456,0.0
42408,0.0
159747,0.32986
154790,0.7
69887,-0.23438
147143,0.31667
67764,0.0
20647,0.8
51445,0.0
98096,0.28333
114579,0.2
141711,-0.03333
72189,0.0
107476,0.0
88727,0.0
72540,0.0
159902,-0.1875
69522,-0.24375
63799,0.33333
110114,0.0
98934,0.27812
82377,0.0
38553,0.0
173146,-0.13681
66306,-0.1875
81044,0.25
56874,0.03625
173714,0.0
22644,-0.25
50625,1.0
59831,0.2
32914,0.0
45616,-0.24375
171794,0.6
97286,-0.1875
13276,-0.24375
143245,0.0
74169,0.25
19788,0.0
142055,0.0
102404,0.1875
16729,0.0
31048,0.15
93990,-0.1875
53668,0.0
154662,0.0
62669,0.0
57467,0.0
132100,-0.1875
89871,0.0
82719,0.5
113990,0.17778
70849,0.8
141775,-0.24375
65518,0.575
92746,0.255
67866,-0.29167
48495,0.0
75942,0.0
44658,0.075
105372,0.78125
43079,0.0
30871,0.0
154030,0.8
45625,0.0
135953,0.0
149510,0.25625
167972,-0.11719
106715,0.0
108595,0.25
112935,0.0
37765,0.25
75571,0.0
35816,0.0
81531,0.0
47122,0.0
158853,0.8
128905,0.0
73927,0.18792
55021,0.0
109285,0.0
112972,0.8
49613,0.1
93665,0.0
17432,0.5
139718,0.0
114488,0.1
160774,0.35
27672,0.0
108939,0.0
13862,0.08333
136227,0.15556
54478,0.25
45456,0.0
77523,-0.1875
130037,0.0
135115,0.0
77171,0.10417
19739,0.0
129324,0.0
65646,0.0
75203,0.5
87049,0.8
27443,-0.23438
158931,0.0
167580,0.0
135382,0.0
127697,0.8
151060,0.8
107728,-0.1875
110887,0.0
68162,0.0
73959,0.15
148670,0.0
14844,0.175
147070,0.1
13477,-0.24375
92059,0.0
80416,-0.1875
145305,0.0
126902,0.5
155894,0.0
24010,0.8
55366,0.0
145316,0.0
21180,-0.24375
50077,0.0
65432,0.35
67596,-0.1875
21320,0.0
79269,0.0
124944,-0.20833
109291,0.125
129754,0.25521
64923,0.0
30392,0.28571
40032,-0.16667
71297,0.0
169989,0.0
28640,0.0
165606,0.40625
132778,0.0
136387,-0.12188
88024,0.0
58691,0.0
140882,0.0
115462,0.0
161296,0.0
146632,0.0
57678,0.08333
12763,0.8
119671,0.0
98443,0.0
139294,-0.1875
136162,0.0
168290,0.0
105150,-0.1875
174196,0.0
55486,0.0
24864,0.0
29810,0.0
31543,-0.16667
147811,0.0
161453,0.0
11259,0.26786
80984,-0.24375
145549,-0.3
19151,0.0
77746,0.25
94654,-0.34668
17906,0.3994
30226,0.0
72439,0.0
39876,0.0
9321,0.25
57336,0.0
26360,-0.09375
150001,0.5
130808,0.1
126170,-0.24375
34664,0.0
93987,-0.7
76830,0.0
148902,0.0
166952,0.0
37015,0.34286
86119,0.0
65530,0.3
134529,0.0
63509,0.0
30273,-0.3125
67560,0.0
86166,0.5
122100,0.0
72944,0.0
77465,0.0
21148,-0.125
62908,0.0
12366,0.0
145195,-0.43438
30227,0.0
102818,0.8
76450,0.0
17979,0.0
139644,-0.1875
54582,-0.23438
79909,1.0
150628,0.98828
20136,0.0
31575,1.0
38971,0.0
30573,0.0
78599,0.0
152146,0.45
109598,0.0
166823,0.35
86859,0.0
84451,0.25
119310,0.0
134957,0.0
89468,0.0
105057,0.17857
45024,0.0
131736,0.0
150553,0.0
87371,-0.5
76278,0.0
144837,0.0
114563,0.0
62816,0.00312
125726,0.0
14528,0.0
67668,0.0
22927,0.0
30714,0.8
142579,0.0
85084,-0.16667
160957,0.0
71518,0.0
53214,0.0
56419,-0.29297
134577,0.0
57514,0.0
70118,-0.5
104732,0.0
87631,0.0
87760,0.0
12590,-0.24375
71098,0.0
17277,0.0
78932,0.0
113139,0.0
133596,0.0
32405,0.17348
125591,0.0
19592,0.0
89397,0.0
48714,0.0
100851,0.0
139480,0.0
17721,0.0
174749,0.4
37426,1.0
129202,0.0
12373,1.0
108055,1.0
71322,0.0
93233,0.5
95865,0.0
131765,0.0
115740,0.35
80924,0.0
152250,0.8
105493,0.0
151711,0.0
23425,0.0
106154,0.0
105426,0.25
69041,0.25
149578,-0.06667
52902,0.0
113947,0.375
42777,1.0
50016,0.19524
139312,0.875
155832,1.0
110482,0.0
123725,0.0
13584,0.5
137966,0.21429
12398,0.0
57512,0.0
172282,0.0
34184,0.0
149534,0.0
157850,0.6
171713,0.0
93278,0.0
28357,0.0
143290,-0.05
104033,1.0
31540,0.0
132577,0.25
34209,-0.125
150859,0.97656
54705,1.0
159423,0.13636
87967,-0.1
144739,0.46818
131320,1.0
58829,0.0
65877,0.0
24617,0.0
100439,0.0
127509,0.0
115613,0.06818
13851,0.2
69683,0.0
21935,1.0
166472,-0.2
87438,0.0
114407,0.0
110642,0.8
103695,0.0
126848,0.0
138564,1.0
127720,0.2
22298,0.4
133158,0.125
77423,0.125
120523,0.0
10034,0.625
67266,-0.09766
162849,0.52083
35749,0.0
20039,0.0
155392,0.5
106851,0.60833
116430,0.3875
50936,0.56667
117533,-0.2
65888,0.29063
140029,0.625
138265,0.5625
57076,0.0
148715,0.0
78760,0.2
27383,0.625
165876,0.25
46441,0.2
60743,-0.3
66778,-0.06667
51237,0.18333
131089,0.0
58106,0.2
166592,0.0
79099,0.3
112542,-0.1875
44462,1.0
24761,0.0
80065,0.0
142628,0.0
41588,0.0
79643,0.0
60784,0.0
39383,0.0
25341,1.0
20546,0.78125
169981,0.23438
168313,1.0
152695,0.0
155823,1.0
62408,0.0
133400,0.0
104425,0.5
57876,0.0
168147,1.0
96932,0.65104
17893,0.5
158685,0.0
39961,0.0
82691,1.0
145846,0.0
112252,0.875
41807,0.0
26478,0.41667
113294,0.0
119664,-0.0625
14400,0.0
131937,0.8
107672,0.0
46616,0.4
25454,-1.0
128520,0.4
31771,0.0
85718,0.125
162881,0.0
80682,0.0
53356,0.6
107258,0.875
84109,0.25
25742,0.0
61073,0.375
58262,0.0
120427,0.41548
123516,-0.05
135653,0.25
151766,0.0
47419,0.0
170181,0.28571
81109,0.0
95833,0.0
15865,0.8
63070,1.0
50368,0.0
70371,0.0
71945,0.0
112459,0.10714
113385,-0.875
96548,0.0
173145,0.0
105756,0.06667
96873,0.0
66202,-0.16806
158859,0.15
83345,0.0
111335,0.0
48828,0.47917
149779,0.0
64752,0.875
78371,0.2
100116,-0.625
63235,0.6
60191,0.0
13913,0.0
125845,1.0
63166,1.0
65989,0.0
134676,0.0
86783,0.0
25102,1.0
56156,0.70833
155158,0.4
41071,0.0
81383,1.0
164108,1.0
109147,0.0
93966,0.41667
89566,0.0
43256,0.36667
58494,0.29667
46986,0.0
151420,0.1
73791,-0.125
139465,0.25
107253,0.0
162427,1.0
150820,0.6875
92847,0.0
71043,0.0
113540,0.5
124804,0.0
155114,0.0
136973,0.725
145669,1.0
112820,0.0
50182,0.0875
71932,-0.3125
33039,0.875
148560,1.0
126488,0.0
104225,0.0
63477,0.2
32915,0.0
121123,0.0
66911,0.03667
61673,0.65
137303,0.0
121711,0.0
132329,0.0
46624,0.0
98802,0.125
29897,0.21667
44899,0.1
172538,-0.5
48988,0.0
24826,0.0
81782,0.0
44698,0.0
66564,0.5
60724,-0.97656
27384,1.0
89533,0.0
49701,0.0
12222,0.5
148098,0.0
30530,0.03125
174907,0.0
37875,-0.0625
62674,0.2
57886,0.0
135575,0.0
160381,0.0
107625,0.0
22469,0.0
155562,0.0
27282,0.0
139388,0.0
144153,-0.05
103940,0.0
66880,0.0
136549,0.7
164047,0.0
124696,0.0
