sentence_id,pos,neg,neut
103942,0.138,0.116,0.746
160305,0.217,0.0,0.783
51221,0.0,0.0,1.0
65969,0.0,0.0,1.0
76635,0.177,0.0,0.823
9993,0.0,0.0,1.0
18215,0.0,0.0,1.0
34525,0.575,0.0,0.425
132817,0.573,0.0,0.427
48639,0.0,0.268,0.732
72585,0.0,0.0,1.0
24328,0.423,0.0,0.577
47450,0.0,0.163,0.837
62653,0.0,0.286,0.714
118555,0.0,0.0,1.0
37461,0.0,0.0,1.0
129750,0.421,0.166,0.414
35266,0.243,0.0,0.757
90272,0.455,0.0,0.545
166379,0.444,0.0,0.556
102563,0.0,0.0,1.0
135428,0.154,0.0,0.846
94072,0.352,0.0,0.648
57092,0.271,0.0,0.729
126018,0.0,0.0,1.0
14928,0.156,0.0,0.844
174910,0.0,0.0,1.0
117497,0.0,0.592,0.408
20409,0.277,0.212,0.511
22399,0.689,0.0,0.311
138028,0.157,0.0,0.843
115668,0.0,0.0,1.0
146351,0.259,0.0,0.741
98091,0.107,0.077,0.815
77715,0.0,0.0,1.0
50148,0.471,0.0,0.529
41275,0.0,0.0,1.0
76960,0.331,0.0,0.669
141948,0.451,0.0,0.549
160937,0.0,0.0,1.0
98153,0.264,0.282,0.455
81841,0.286,0.0,0.714
59025,0.165,0.08,0.755
158233,0.692,0.0,0.308
139399,0.0,0.0,1.0
133037,0.375,0.0,0.625
50427,0.631,0.071,0.298
60435,0.515,0.0,0.485
91214,0.189,0.238,0.574
70458,0.13,0.117,0.753
167258,0.143,0.0,0.857
21903,0.103,0.173,0.724
42424,0.0,0.286,0.714
67331,0.0,0.191,0.809
132976,0.0,0.251,0.749
151658,0.065,0.0,0.935
137681,0.0,0.0,1.0
68489,0.0,0.28,0.72
16663,0.385,0.0,0.615
62292,0.186,0.171,0.643
123081,0.0,0.0,1.0
143972,0.0,0.0,1.0
70224,0.286,0.0,0.714
150272,0.0,0.0,1.0
73638,0.0,0.0,1.0
152197,0.22,0.0,0.78
107146,0.0,0.0,1.0
134128,0.0,0.0,1.0
149919,0.0,0.0,1.0
135310,0.0,0.318,0.682
46916,0.0,0.0,1.0
51420,0.071,0.063,0.866
124488,0.221,0.0,0.779
58745,0.34,0.0,0.66
159412,0.0,0.446,0.554
106830,0.225,0.211,0.563
173262,0.116,0.186,0.698
49961,0.0,0.0,1.0
133714,0.0,0.0,1.0
111119,0.13,0.068,0.802
39154,0.13,0.0,0.87
74732,0.124,0.091,0.785
87225,0.248,0.324,0.428
29770,0.291,0.0,0.709
36183,0.072,0.255,0.673
17564,0.201,0.0,0.799
135203,0.326,0.0,0.674
99619,0.288,0.159,0.553
149819,0.0,0.0,1.0
75200,0.163,0.074,0.763
21917,0.26,0.0,0.74
64162,0.0,0.0,1.0
51867,0.0,0.0,1.0
93766,0.458,0.0,0.542
126363,0.4,0.0,0.6
115185,0.0,0.0,1.0
158397,0.0,0.306,0.694
42487,0.0,0.0,1.0
146437,0.0,0.0,1.0
17312,0.0,0.0,1.0
28087,0.573,0.275,0.153
23686,0.0,0.0,1.0
129164,0.0,0.0,1.0
160116,0.0,0.0,1.0
93318,0.0,0.0,1.0
110078,0.0,0.0,1.0
155289,0.0,0.0,1.0
161234,0.0,0.0,1.0
73487,0.0,0.0,1.0
97853,0.0,0.0,1.0
112443,0.0,0.0,1.0
14627,0.466,0.0,0.534
86470,0.466,0.0,0.534
114171,0.466,0.0,0.534
104310,0.0,0.0,1.0
33751,0.175,0.116,0.709
157842,0.198,0.457,0.345
31500,0.302,0.0,0.698
140132,0.394,0.0,0.606
15793,0.412,0.0,0.588
156259,0.0,0.0,1.0
118473,0.0,0.0,1.0
171868,0.332,0.0,0.668
57257,0.185,0.0,0.815
104694,0.27,0.0,0.73
44269,0.538,0.0,0.462
91978,0.0,0.0,1.0
18511,0.226,0.0,0.774
68590,0.528,0.0,0.472
166605,0.309,0.14,0.551
123474,0.253,0.0,0.747
103831,0.381,0.0,0.619
35458,0.0,0.0,1.0
51161,0.0,0.0,1.0
24464,0.0,0.0,1.0
139838,0.197,0.0,0.803
55209,0.0,0.0,1.0
121683,0.0,0.0,1.0
85770,0.31,0.0,0.69
14505,0.0,0.0,1.0
40605,0.0,0.0,1.0
106699,0.0,0.0,1.0
123462,0.395,0.0,0.605
83282,0.761,0.0,0.239
118124,0.0,0.0,1.0
156326,0.0,0.0,1.0
168535,0.0,0.0,1.0
19193,0.444,0.0,0.556
113195,0.336,0.0,0.664
40094,0.416,0.0,0.584
12105,0.0,0.0,1.0
99391,0.0,0.0,1.0
62968,0.0,0.0,1.0
70888,0.528,0.0,0.472
91089,0.0,0.0,1.0
25465,0.0,0.0,1.0
42848,0.0,0.425,0.575
35076,0.0,0.0,1.0
157927,0.0,0.0,1.0
15953,0.0,0.0,1.0
115782,0.2,0.0,0.8
111077,0.0,0.0,1.0
93195,0.333,0.0,0.667
84674,0.0,0.0,1.0
96273,0.0,0.0,1.0
74571,0.0,0.0,1.0
165393,0.0,0.0,1.0
88554,0.0,0.0,1.0
137006,0.0,0.0,1.0
13702,0.0,0.0,1.0
119025,0.308,0.538,0.154
79492,0.559,0.0,0.441
18482,0.0,0.0,1.0
105888,0.0,0.0,1.0
133503,0.0,0.0,1.0
27139,0.0,0.0,1.0
109937,0.0,0.0,1.0
133632,0.38,0.0,0.62
72851,0.534,0.0,0.466
46556,0.0,0.0,1.0
86823,0.0,0.0,1.0
100614,0.0,0.0,1.0
141002,0.0,0.0,1.0
86397,0.0,0.0,1.0
105170,0.432,0.0,0.568
25570,0.0,0.0,1.0
27192,0.0,0.0,1.0
9668,0.0,0.0,1.0
26121,0.492,0.0,0.508
116113,0.559,0.0,0.441
79005,0.0,0.0,1.0
9696,0.0,0.0,1.0
100941,1.0,0.0,0.0
106956,0.0,0.0,1.0
46586,0.0,0.556,0.444
165198,0.519,0.0,0.481
91447,0.0,0.0,1.0
146530,0.0,0.0,1.0
127775,0.432,0.0,0.568
31155,0.0,0.231,0.769
127434,0.629,0.0,0.371
173606,0.672,0.0,0.328
102989,0.592,0.0,0.408
78735,0.0,0.0,1.0
101103,0.0,0.0,1.0
14437,0.0,0.0,1.0
39048,0.473,0.0,0.527
29453,0.382,0.0,0.618
154406,0.263,0.0,0.737
128236,0.0,0.0,1.0
100723,0.0,0.0,1.0
157582,0.473,0.0,0.527
159404,0.0,0.0,1.0
105319,0.0,0.0,1.0
44768,0.123,0.227,0.649
101210,0.209,0.245,0.545
149693,0.109,0.0,0.891
13624,0.649,0.0,0.351
152115,0.516,0.0,0.484
57390,0.506,0.0,0.494
41982,0.0,0.0,1.0
125490,0.428,0.0,0.572
130606,0.516,0.229,0.255
78036,0.608,0.0,0.392
29739,0.583,0.0,0.417
99518,0.0,0.0,1.0
107956,0.821,0.0,0.179
148627,0.319,0.0,0.681
57815,0.5,0.0,0.5
132743,0.0,0.0,1.0
90213,0.552,0.0,0.448
62149,0.316,0.0,0.684
139485,0.0,0.0,1.0
40272,0.0,0.0,1.0
142529,0.0,0.0,1.0
97374,0.0,0.0,1.0
106964,0.574,0.0,0.426
170322,0.388,0.0,0.612
64502,0.278,0.0,0.722
72685,0.655,0.0,0.345
113133,0.0,0.0,1.0
144409,0.208,0.0,0.792
158159,0.0,0.0,1.0
26082,0.316,0.0,0.684
121652,0.0,0.0,1.0
30566,0.0,0.0,1.0
103369,0.322,0.0,0.678
108500,0.272,0.0,0.728
20929,0.879,0.0,0.121
158581,0.0,0.0,1.0
117595,0.0,0.0,1.0
53052,0.0,0.0,1.0
47102,0.859,0.0,0.141
138350,0.0,0.0,1.0
21361,0.294,0.0,0.706
45498,0.0,0.0,1.0
116179,0.0,0.0,1.0
157881,0.257,0.0,0.743
111861,0.0,0.0,1.0
20060,0.865,0.0,0.135
47064,0.0,0.0,1.0
41156,0.0,0.0,1.0
48726,0.227,0.205,0.568
170097,0.539,0.0,0.461
130128,0.615,0.0,0.385
9852,0.767,0.0,0.233
25123,0.0,0.0,1.0
59967,0.512,0.0,0.488
66363,0.0,0.0,1.0
89848,0.545,0.207,0.248
37684,0.0,0.0,1.0
11271,0.4,0.314,0.286
20922,0.0,0.0,1.0
66598,0.0,0.0,1.0
139285,0.571,0.0,0.429
156529,0.297,0.0,0.703
16654,0.0,0.0,1.0
20256,0.42,0.0,0.58
46049,0.0,0.0,1.0
36442,0.0,0.0,1.0
131129,0.627,0.0,0.373
153828,0.0,0.0,1.0
167340,0.0,0.0,1.0
17060,0.554,0.0,0.446
73602,0.0,0.0,1.0
40461,0.0,0.0,1.0
91094,0.0,0.0,1.0
129834,0.0,0.0,1.0
97054,0.0,0.0,1.0
67608,0.0,0.0,1.0
38961,0.6,0.0,0.4
26356,0.4,0.0,0.6
88111,0.571,0.0,0.429
162572,0.0,0.0,1.0
142434,0.0,0.0,1.0
140319,0.478,0.0,0.522
17570,0.603,0.0,0.397
124665,0.7,0.0,0.3
32165,0.615,0.0,0.385
89860,0.0,0.0,1.0
141331,0.0,0.0,1.0
170637,0.574,0.0,0.426
153431,0.792,0.0,0.208
104045,0.0,0.0,1.0
49967,0.0,0.0,1.0
162159,0.481,0.0,0.519
148637,0.0,0.0,1.0
84870,0.0,0.0,1.0
80904,0.681,0.0,0.319
147582,0.088,0.146,0.766
95530,0.088,0.071,0.841
19134,0.0,0.0,1.0
70928,0.0,0.0,1.0
24658,0.35,0.0,0.65
92129,0.444,0.0,0.556
86171,0.182,0.0,0.818
33551,0.483,0.0,0.517
118756,1.0,0.0,0.0
89966,0.762,0.0,0.238
91649,0.0,0.0,1.0
14349,0.0,0.0,1.0
160899,0.0,0.0,1.0
73416,0.681,0.0,0.319
113859,0.0,0.0,1.0
154747,0.0,0.304,0.696
134942,0.0,0.0,1.0
152059,0.0,0.0,1.0
46429,0.0,0.0,1.0
102234,0.0,0.0,1.0
67850,0.0,0.0,1.0
143107,0.565,0.0,0.435
54555,0.77,0.0,0.23
95313,0.0,0.0,1.0
115024,0.0,0.0,1.0
46995,0.592,0.0,0.408
148371,0.316,0.0,0.684
32042,0.83,0.0,0.17
29441,0.559,0.0,0.441
38001,0.0,0.0,1.0
76545,0.0,0.0,1.0
48669,0.306,0.0,0.694
98382,0.4,0.0,0.6
124866,0.0,0.0,1.0
89474,0.0,0.0,1.0
124213,0.15,0.0,0.85
167729,0.298,0.0,0.702
41569,0.143,0.0,0.857
20404,0.0,0.0,1.0
37107,0.0,0.0,1.0
51787,0.0,0.0,1.0
58165,0.615,0.0,0.385
61262,0.452,0.0,0.548
47905,0.0,0.0,1.0
75918,0.0,0.0,1.0
151669,0.559,0.0,0.441
161411,0.604,0.0,0.396
60071,0.0,0.0,1.0
125880,0.615,0.0,0.385
93788,0.0,0.0,1.0
83743,0.0,0.0,1.0
87404,0.432,0.0,0.568
62503,0.447,0.0,0.553
80622,0.0,0.0,1.0
134439,0.0,0.0,1.0
98016,0.787,0.0,0.213
95805,0.0,0.0,1.0
82030,0.286,0.0,0.714
51596,0.0,0.0,1.0
73874,0.0,0.0,1.0
68673,0.0,0.185,0.815
157851,0.262,0.315,0.423
150890,0.0,0.0,1.0
48489,0.0,0.0,1.0
108656,0.189,0.0,0.811
148044,0.0,0.0,1.0
125892,0.348,0.0,0.652
86581,0.262,0.0,0.738
23791,0.0,0.0,1.0
144231,0.667,0.0,0.333
147034,0.0,0.0,1.0
40414,0.0,0.0,1.0
122271,0.0,0.0,1.0
54947,0.0,0.0,1.0
97557,0.413,0.0,0.587
69160,0.0,0.0,1.0
108067,0.0,0.0,1.0
28752,0.0,0.0,1.0
161067,0.346,0.0,0.654
174290,0.0,0.0,1.0
96448,0.0,0.0,1.0
35482,0.202,0.0,0.798
118023,0.0,0.0,1.0
46851,0.0,0.0,1.0
61138,0.668,0.0,0.332
110002,0.184,0.0,0.816
106627,0.403,0.0,0.597
158468,0.161,0.0,0.839
99728,0.0,0.0,1.0
61895,0.0,0.0,1.0
108316,0.0,0.0,1.0
134099,0.0,0.0,1.0
64918,0.335,0.0,0.665
118371,0.0,0.0,1.0
78712,0.0,0.0,1.0
125360,0.0,0.784,0.216
106723,0.0,0.0,1.0
122133,0.0,0.0,1.0
127133,0.0,0.0,1.0
86910,0.0,0.0,1.0
112876,0.0,0.53,0.47
119558,0.0,0.0,1.0
38973,0.0,0.0,1.0
167250,0.77,0.0,0.23
99185,0.0,0.0,1.0
42992,0.474,0.0,0.526
39420,0.0,0.0,1.0
145307,0.0,0.0,1.0
120341,0.0,0.0,1.0
117343,0.0,0.0,1.0
87185,0.0,0.0,1.0
120114,0.0,0.0,1.0
36376,0.0,0.0,1.0
93705,0.0,0.0,1.0
120135,0.0,0.0,1.0
156141,0.333,0.0,0.667
156099,0.0,0.0,1.0
41316,0.0,0.0,1.0
150818,0.0,0.0,1.0
74579,0.561,0.0,0.439
138106,0.199,0.0,0.801
162725,0.0,0.0,1.0
65182,0.0,0.0,1.0
27131,0.456,0.0,0.544
55485,0.253,0.147,0.6
142181,0.152,0.0,0.848
43877,0.0,0.0,1.0
68806,0.0,0.0,1.0
14926,0.0,0.0,1.0
45120,0.0,0.0,1.0
19061,0.0,0.0,1.0
60128,0.216,0.0,0.784
30797,0.0,0.178,0.822
147951,0.0,0.0,1.0
96713,0.0,0.0,1.0
63975,0.0,0.0,1.0
73846,0.0,0.0,1.0
18861,0.0,0.0,1.0
124504,0.516,0.0,0.484
94091,0.0,0.0,1.0
173183,0.0,0.0,1.0
26363,0.137,0.0,0.863
59492,0.216,0.0,0.784
118525,0.0,0.0,1.0
70206,0.0,0.0,1.0
25568,0.143,0.0,0.857
127033,0.0,0.0,1.0
149466,0.069,0.346,0.585
85711,0.0,0.0,1.0
148431,0.319,0.0,0.681
168143,0.386,0.0,0.614
45615,0.0,0.0,1.0
97143,0.253,0.147,0.6
163332,0.0,0.0,1.0
97272,0.0,0.0,1.0
56985,0.505,0.108,0.387
114389,0.0,0.0,1.0
56377,0.0,0.0,1.0
31459,0.0,0.0,1.0
78780,0.366,0.0,0.634
114975,0.0,0.0,1.0
161012,0.0,0.0,1.0
47954,0.537,0.0,0.463
22897,0.0,0.0,1.0
63484,0.0,0.0,1.0
69116,0.0,0.0,1.0
39634,0.0,0.0,1.0
103458,0.0,0.0,1.0
169972,0.642,0.0,0.358
149772,0.0,0.0,1.0
9338,0.444,0.0,0.556
75953,0.516,0.0,0.484
161695,0.297,0.0,0.703
77065,0.0,0.0,1.0
130279,0.0,0.0,1.0
169897,0.5,0.0,0.5
